Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
4029,CA-2020-139311,11/08/20,13/08/20,First Class,SF-20965,Sylvia Foulston,Corporate,Bedford,Texas,Central,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",12.864,8,0.8,-22.512
4070,CA-2019-145303,28/08/19,31/08/19,First Class,TP-21415,Tom Prescott,Consumer,Dallas,Texas,Central,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",13.14,9,0.8,-21.681
4071,CA-2019-145303,28/08/19,31/08/19,First Class,TP-21415,Tom Prescott,Consumer,Dallas,Texas,Central,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,10.024,4,0.8,-16.5396
4139,CA-2019-117226,30/12/19,01/01/20,First Class,KD-16495,Keith Dawkins,Corporate,Deer Park,Texas,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,6.924,6,0.8,-10.386
5311,CA-2020-131254,19/11/20,21/11/20,First Class,NC-18415,Nathan Cano,Consumer,Houston,Texas,Central,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1525.188,6,0.8,-2287.782
6056,CA-2019-113551,18/08/19,20/08/19,First Class,NF-18385,Natalie Fritzler,Consumer,Edinburg,Texas,Central,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,2.068,1,0.8,-3.4122
6384,US-2020-104661,15/01/20,18/01/20,First Class,TB-21250,Tim Brockman,Consumer,Austin,Texas,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",32.784,4,0.8,-52.4544
6387,US-2020-104661,15/01/20,18/01/20,First Class,TB-21250,Tim Brockman,Consumer,Austin,Texas,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,4.276,1,0.8,-6.6278
6567,CA-2020-131282,05/02/20,08/02/20,Second Class,CB-12025,Cassandra Brandow,Consumer,Waco,Texas,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,243.992,4,0.8,-426.986
6649,US-2020-124779,08/09/20,11/09/20,First Class,BF-11020,Barry Französisch,Corporate,Arlington,Texas,Central,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",42.616,7,0.8,-68.1856
6798,CA-2018-168809,25/08/18,25/08/18,Same Day,MC-18100,Mick Crebagga,Consumer,Houston,Texas,Central,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,3.798,1,0.8,-6.0768
7452,CA-2020-105669,17/09/20,22/09/20,Second Class,SJ-20125,Sanjit Jacobs,Home Office,Houston,Texas,Central,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,5.8,5,0.8,-10.15
7697,CA-2020-107958,02/07/20,05/07/20,First Class,AH-10120,Adrian Hane,Home Office,Houston,Texas,Central,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,5.232,4,0.8,-8.1096
8034,CA-2018-119690,25/06/18,28/06/18,First Class,MV-17485,Mark Van Huff,Consumer,Houston,Texas,Central,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",0.984,2,0.8,-1.476
8679,CA-2019-112739,02/09/19,07/09/19,Second Class,RD-19810,Ross DeVincentis,Home Office,Houston,Texas,Central,OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",8.608,8,0.8,-13.3424
8723,CA-2019-120824,12/06/19,16/06/19,Second Class,AW-10930,Arthur Wiediger,Home Office,Houston,Texas,Central,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",1.524,2,0.8,-2.667
8875,CA-2020-142489,14/11/20,16/11/20,Second Class,TC-21295,Toby Carlisle,Consumer,Houston,Texas,Central,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,21.99,5,0.8,-32.985
8978,CA-2020-156622,23/11/20,26/11/20,First Class,JP-15460,Jennifer Patt,Corporate,Dallas,Texas,Central,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,6.104,2,0.8,-9.156
8980,CA-2018-150413,19/10/18,24/10/18,Second Class,CS-11860,Cari Schnelling,Consumer,Dallas,Texas,Central,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,1.72,1,0.8,-2.838
9224,CA-2020-121160,04/11/20,04/11/20,Same Day,FM-14290,Frank Merwin,Home Office,Bryan,Texas,Central,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,7.536,6,0.8,-13.188
9225,CA-2020-121160,04/11/20,04/11/20,Same Day,FM-14290,Frank Merwin,Home Office,Bryan,Texas,Central,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,1.408,2,0.8,-2.3232
9226,CA-2020-121160,04/11/20,04/11/20,Same Day,FM-14290,Frank Merwin,Home Office,Bryan,Texas,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,4.144,4,0.8,-6.4232
9293,CA-2020-124114,02/03/20,02/03/20,Same Day,RS-19765,Roland Schwarz,Corporate,Waco,Texas,Central,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,0.556,1,0.8,-0.9452
9300,US-2018-163433,18/04/18,22/04/18,Second Class,MP-17965,Michael Paige,Corporate,Mcallen,Texas,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",4.312,2,0.8,-6.8992
9305,US-2018-163433,18/04/18,22/04/18,Second Class,MP-17965,Michael Paige,Corporate,Mcallen,Texas,Central,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,1.476,1,0.8,-2.2878
9414,CA-2019-132017,26/09/19,27/09/19,First Class,MH-17620,Matt Hagelstein,Corporate,Houston,Texas,Central,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,6.816,2,0.8,-11.5872
9836,CA-2019-126627,10/10/19,12/10/19,First Class,WB-21850,William Brown,Consumer,La Porte,Texas,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",16.392,2,0.8,-26.2272
16,US-2018-118983,22/11/18,26/11/18,Standard Class,HP-14815,Harold Pawlan,Home Office,Fort Worth,Texas,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,2.544,3,0.8,-3.816
381,CA-2018-130792,28/04/18,05/05/18,Standard Class,RA-19915,Russell Applegate,Consumer,Houston,Texas,Central,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.176,4,0.8,-18.8728
522,CA-2018-157812,22/03/18,26/03/18,Standard Class,DB-13210,Dean Braden,Consumer,Houston,Texas,Central,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,14.112,9,0.8,-21.168
663,CA-2018-146563,24/08/18,28/08/18,Standard Class,CB-12025,Cassandra Brandow,Consumer,Arlington,Texas,Central,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",2.724,3,0.8,-4.2222
680,US-2020-119438,18/03/20,23/03/20,Standard Class,CD-11980,Carol Darley,Consumer,Tyler,Texas,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,182.994,3,0.8,-320.2395
1103,US-2020-145863,21/04/20,27/04/20,Standard Class,RP-19390,Resi Pölking,Consumer,Houston,Texas,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,2.694,3,0.8,-4.7145
1104,US-2020-145863,21/04/20,27/04/20,Standard Class,RP-19390,Resi Pölking,Consumer,Houston,Texas,Central,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,2.934,3,0.8,-4.9878
1108,US-2019-110156,19/11/19,24/11/19,Standard Class,EH-13945,Eric Hoffmann,Consumer,Houston,Texas,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10.78,5,0.8,-17.248
1113,US-2019-110156,19/11/19,24/11/19,Standard Class,EH-13945,Eric Hoffmann,Consumer,Houston,Texas,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.192,2,0.8,-2.0264
1200,CA-2019-130946,08/04/19,12/04/19,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,Houston,Texas,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,1088.792,4,0.8,-1850.9464
1285,US-2018-149692,06/12/18,12/12/18,Standard Class,KW-16435,Katrina Willman,Consumer,Austin,Texas,Central,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,2.772,7,0.8,-4.851
1514,CA-2020-112809,18/08/20,22/08/20,Standard Class,RA-19915,Russell Applegate,Consumer,Dallas,Texas,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,21.38,5,0.8,-33.139
1515,CA-2020-112809,18/08/20,22/08/20,Standard Class,RA-19915,Russell Applegate,Consumer,Dallas,Texas,Central,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,6.744,4,0.8,-11.4648
1548,CA-2018-111395,23/11/18,27/11/18,Standard Class,VB-21745,Victoria Brennan,Corporate,San Antonio,Texas,Central,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,23.912,2,0.8,-40.6504
1676,CA-2018-143077,17/09/18,21/09/18,Standard Class,SF-20965,Sylvia Foulston,Corporate,Houston,Texas,Central,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,6.588,3,0.8,-10.2114
1771,CA-2020-146024,02/03/20,08/03/20,Standard Class,SC-20770,Stewart Carmichael,Corporate,Dallas,Texas,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,12.222,7,0.8,-20.1663
2005,US-2020-143028,11/04/20,18/04/20,Standard Class,SC-20050,Sample Company A,Home Office,Lubbock,Texas,Central,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11.364,3,0.8,-17.046
2138,CA-2018-156377,31/12/18,05/01/19,Standard Class,TB-21625,Trudy Brown,Consumer,Grand Prairie,Texas,Central,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,3.656,4,0.8,-5.8496
2168,CA-2019-154018,13/10/19,19/10/19,Standard Class,HA-14920,Helen Andreada,Consumer,Laredo,Texas,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,6.286,7,0.8,-11.0005
2174,CA-2019-112025,30/07/19,04/08/19,Standard Class,LS-16975,Lindsay Shagiari,Home Office,Houston,Texas,Central,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,9.264,3,0.8,-13.896
2347,CA-2019-159373,13/03/19,18/03/19,Standard Class,LT-17110,Liz Thompson,Consumer,San Antonio,Texas,Central,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,1.272,2,0.8,-2.1624
2428,CA-2019-169922,11/06/19,17/06/19,Standard Class,MZ-17515,Mary Zewe,Corporate,Arlington,Texas,Central,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,1.344,4,0.8,-2.1504
2429,CA-2019-169922,11/06/19,17/06/19,Standard Class,MZ-17515,Mary Zewe,Corporate,Arlington,Texas,Central,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,8.272,4,0.8,-13.6488
2527,CA-2018-124541,06/04/18,10/04/18,Standard Class,TT-21220,Thomas Thornton,Consumer,Houston,Texas,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,6.9,3,0.8,-12.075
2528,CA-2018-124541,06/04/18,10/04/18,Standard Class,TT-21220,Thomas Thornton,Consumer,Houston,Texas,Central,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",9.648,6,0.8,-16.884
3085,CA-2020-118773,09/02/20,14/02/20,Standard Class,TP-21415,Tom Prescott,Consumer,Houston,Texas,Central,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,252.784,4,0.8,-417.0936
3135,CA-2020-164168,12/11/20,18/11/20,Standard Class,LS-16975,Lindsay Shagiari,Home Office,Dallas,Texas,Central,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,30.56,5,0.8,-45.84
3193,CA-2020-158953,04/06/20,08/06/20,Standard Class,ML-18040,Michelle Lonsdale,Corporate,Missouri City,Texas,Central,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,6.37,7,0.8,-9.555
3212,US-2020-108245,22/09/20,27/09/20,Standard Class,SH-19975,Sally Hughsby,Corporate,Pearland,Texas,Central,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,11.228,7,0.8,-18.5262
3232,US-2020-156356,16/04/20,22/04/20,Standard Class,ND-18370,Natalie DeCherney,Consumer,Houston,Texas,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,26.046,3,0.8,-44.2782
3233,US-2020-156356,16/04/20,22/04/20,Standard Class,ND-18370,Natalie DeCherney,Consumer,Houston,Texas,Central,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",2.896,1,0.8,-4.7784
3379,CA-2020-142867,17/03/20,21/03/20,Standard Class,PO-19180,Philisse Overcash,Home Office,Houston,Texas,Central,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,13.776,6,0.8,-22.0416
3969,US-2018-163685,01/06/18,05/06/18,Standard Class,KE-16420,Katrina Edelman,Corporate,San Antonio,Texas,Central,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,5.728,8,0.8,-9.1648
4046,CA-2018-136378,02/04/18,07/04/18,Standard Class,CS-11845,Cari Sayre,Corporate,Houston,Texas,Central,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,9.156,3,0.8,-13.734
4107,US-2019-148334,22/08/19,26/08/19,Standard Class,DD-13570,Dorothy Dickinson,Consumer,Houston,Texas,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",4.312,2,0.8,-6.8992
4148,CA-2020-106068,23/10/20,28/10/20,Standard Class,RB-19330,Randy Bradley,Consumer,Austin,Texas,Central,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",9.762,3,0.8,-15.1311
4181,CA-2020-128426,07/10/20,11/10/20,Standard Class,JK-15730,Joe Kamberova,Consumer,Houston,Texas,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,4.24,5,0.8,-6.36
4187,CA-2020-112536,18/05/20,23/05/20,Standard Class,SG-20890,Susan Gilcrest,Corporate,Mcallen,Texas,Central,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",6.874,7,0.8,-10.6547
4188,CA-2020-112536,18/05/20,23/05/20,Standard Class,SG-20890,Susan Gilcrest,Corporate,Mcallen,Texas,Central,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",1.996,1,0.8,-3.2934
4231,CA-2020-100223,05/07/20,10/07/20,Standard Class,LS-16945,Linda Southworth,Corporate,Dallas,Texas,Central,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",11.394,9,0.8,-17.6607
4234,CA-2020-100223,05/07/20,10/07/20,Standard Class,LS-16945,Linda Southworth,Corporate,Dallas,Texas,Central,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,6.316,1,0.8,-10.4214
4266,US-2019-131611,05/11/19,09/11/19,Standard Class,EP-13915,Emily Phan,Consumer,Houston,Texas,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,3.564,3,0.8,-6.237
4268,US-2019-131611,05/11/19,09/11/19,Standard Class,EP-13915,Emily Phan,Consumer,Houston,Texas,Central,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,12.588,3,0.8,-20.1408
4289,US-2018-117184,17/05/18,21/05/18,Standard Class,ON-18715,Odella Nelson,Corporate,Houston,Texas,Central,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,33.28,5,0.8,-49.92
4488,CA-2018-162621,05/09/18,11/09/18,Standard Class,CA-12055,Cathy Armstrong,Home Office,Houston,Texas,Central,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",16.27,5,0.8,-25.2185
4490,CA-2018-162621,05/09/18,11/09/18,Standard Class,CA-12055,Cathy Armstrong,Home Office,Houston,Texas,Central,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",4.47,3,0.8,-7.8225
4530,CA-2019-134691,14/11/19,18/11/19,Standard Class,KC-16540,Kelly Collister,Consumer,Houston,Texas,Central,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,2.296,2,0.8,-3.9032
4569,CA-2018-111990,08/11/18,13/11/18,Standard Class,DB-13660,Duane Benoit,Consumer,Houston,Texas,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,10.476,6,0.8,-17.2854
4669,US-2020-133200,06/05/20,11/05/20,Standard Class,DB-13555,Dorothy Badders,Corporate,Fort Worth,Texas,Central,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,11.06,10,0.8,-18.802
4875,CA-2020-164042,23/05/20,27/05/20,Standard Class,KL-16645,Ken Lonsdale,Consumer,Houston,Texas,Central,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,1.188,1,0.8,-1.9602
4958,CA-2018-127607,20/03/18,26/03/18,Standard Class,JK-15730,Joe Kamberova,Consumer,Carrollton,Texas,Central,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,2.512,2,0.8,-4.396
5086,CA-2018-144302,19/06/18,23/06/18,Standard Class,ME-17320,Maria Etezadi,Home Office,Dallas,Texas,Central,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",5.792,2,0.8,-9.5568
5175,CA-2020-106432,19/10/20,24/10/20,Standard Class,CA-12265,Christina Anderson,Consumer,Waco,Texas,Central,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",2.072,2,0.8,-3.5224
5243,CA-2020-146367,04/08/20,08/08/20,Standard Class,HM-14860,Harry Marie,Corporate,Carrollton,Texas,Central,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,3.318,3,0.8,-5.6406
5487,CA-2018-156608,24/10/18,29/10/18,Standard Class,MT-18070,Michelle Tran,Home Office,San Antonio,Texas,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.592,4,0.8,-6.286
5857,CA-2018-112214,05/08/18,11/08/18,Standard Class,AH-10690,Anna Häberlin,Corporate,Dallas,Texas,Central,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,1.362,1,0.8,-2.1792
6036,US-2018-155369,19/04/18,25/04/18,Standard Class,PG-18820,Patrick Gardner,Consumer,Carrollton,Texas,Central,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,310.392,4,0.8,-512.1468
6083,US-2019-132577,22/11/19,27/11/19,Standard Class,JE-15475,Jeremy Ellison,Consumer,Houston,Texas,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,6.216,6,0.8,-9.6348
6087,US-2019-132577,22/11/19,27/11/19,Standard Class,JE-15475,Jeremy Ellison,Consumer,Houston,Texas,Central,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,4.488,6,0.8,-6.732
6194,CA-2020-104927,22/12/20,26/12/20,Standard Class,AG-10330,Alex Grayson,Consumer,Houston,Texas,Central,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",6.33,5,0.8,-9.8115
7068,CA-2019-114209,21/05/19,26/05/19,Standard Class,AS-10285,Alejandro Savely,Corporate,Dallas,Texas,Central,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1.964,2,0.8,-3.2406
7075,CA-2019-112256,23/07/19,28/07/19,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,Mcallen,Texas,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,4.752,4,0.8,-8.316
7907,US-2018-118766,15/10/18,22/10/18,Standard Class,LS-16975,Lindsay Shagiari,Home Office,Dallas,Texas,Central,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,3.96,10,0.8,-6.93
7943,CA-2020-134194,25/12/20,01/01/21,Standard Class,GA-14725,Guy Armstrong,Consumer,Dallas,Texas,Central,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,39.582,9,0.8,-59.373
7946,CA-2020-134194,25/12/20,01/01/21,Standard Class,GA-14725,Guy Armstrong,Consumer,Dallas,Texas,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",40.98,5,0.8,-65.568
7947,CA-2020-134194,25/12/20,01/01/21,Standard Class,GA-14725,Guy Armstrong,Consumer,Dallas,Texas,Central,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",3.168,3,0.8,-5.0688
8074,CA-2020-151750,01/01/20,05/01/20,Standard Class,JM-15250,Janet Martin,Consumer,Huntsville,Texas,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,6.47,5,0.8,-9.705
8075,CA-2020-151750,01/01/20,05/01/20,Standard Class,JM-15250,Janet Martin,Consumer,Huntsville,Texas,Central,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",13.748,14,0.8,-22.6842
8126,CA-2018-137064,06/02/18,13/02/18,Standard Class,TS-21655,Trudy Schmidt,Consumer,Houston,Texas,Central,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,2.934,3,0.8,-4.9878
8322,US-2019-149790,26/09/19,01/10/19,Standard Class,SC-20380,Shahid Collister,Consumer,Houston,Texas,Central,OFF-BI-10002026,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,15.624,2,0.8,-24.9984
8495,CA-2018-109190,23/10/18,28/10/18,Standard Class,CC-12685,Craig Carroll,Consumer,Lubbock,Texas,Central,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,6.08,1,0.8,-10.336
8506,CA-2019-130400,08/03/19,12/03/19,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,Dallas,Texas,Central,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,8.856,9,0.8,-14.1696
8641,US-2020-148551,12/01/20,16/01/20,Standard Class,DB-13120,David Bremer,Corporate,Dallas,Texas,Central,OFF-BI-10000545,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,760.98,5,0.8,-1141.47
8766,CA-2018-107083,21/11/18,27/11/18,Standard Class,BB-11545,Brenda Bowman,Corporate,Fort Worth,Texas,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,1.696,2,0.8,-2.544
8768,CA-2018-107083,21/11/18,27/11/18,Standard Class,BB-11545,Brenda Bowman,Corporate,Fort Worth,Texas,Central,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,7.98,5,0.8,-13.167
8916,US-2019-144057,09/05/19,13/05/19,Standard Class,CV-12805,Cynthia Voltz,Corporate,Austin,Texas,Central,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,13.184,4,0.8,-20.4352
8919,US-2019-144057,09/05/19,13/05/19,Standard Class,CV-12805,Cynthia Voltz,Corporate,Austin,Texas,Central,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,18.528,6,0.8,-27.792
8966,CA-2020-106691,06/11/20,12/11/20,Standard Class,CC-12370,Christopher Conant,Consumer,Houston,Texas,Central,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,1.248,2,0.8,-1.9344
9105,CA-2018-163181,07/11/18,12/11/18,Standard Class,AB-10105,Adrian Barton,Consumer,Houston,Texas,Central,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,32.06,10,0.8,-51.296
9193,CA-2018-141810,02/11/18,07/11/18,Standard Class,BB-10990,Barry Blumstein,Corporate,San Antonio,Texas,Central,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,29.372,7,0.8,-46.9952
9287,CA-2020-154011,19/06/20,26/06/20,Standard Class,DB-13270,Deborah Brumfield,Home Office,Dallas,Texas,Central,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,6.888,3,0.8,-11.0208
9543,CA-2018-135251,06/08/18,10/08/18,Standard Class,RP-19270,Rachel Payne,Corporate,Houston,Texas,Central,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,6.23,5,0.8,-9.6565
9688,US-2020-130603,30/09/20,06/10/20,Standard Class,SC-20050,Sample Company A,Home Office,Arlington,Texas,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,11.646,9,0.8,-17.469
9921,CA-2019-149272,15/03/19,19/03/19,Standard Class,MY-18295,Muhammed Yedwab,Corporate,Bryan,Texas,Central,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",22.386,7,0.8,-35.8176
624,CA-2018-138009,29/11/18,03/12/18,Standard Class,SF-20965,Sylvia Foulston,Corporate,Dearborn,Michigan,Central,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,555.21,5,0.1,178.901
684,US-2020-168116,04/11/20,04/11/20,Same Day,GT-14635,Grant Thornton,Corporate,Burlington,North Carolina,South,TEC-MA-10004125,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,7999.98,4,0.5,-3839.9904
836,CA-2019-165316,23/07/19,27/07/19,Standard Class,JB-15400,Jennifer Braxton,Corporate,Tampa,Florida,South,TEC-MA-10004002,Technology,Machines,Zebra GX420t Direct Thermal/Thermal Transfer Printer,265.475,1,0.5,-111.4995
978,CA-2020-159366,07/01/20,10/01/20,First Class,BW-11110,Bart Watters,Corporate,Detroit,Michigan,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982,2,0.1,679.996
